review_id,user_id,business_id,stars,date,text,useful,funny,cool
b0bf1483ba564118bdb606,590f059fdc544880a7abd4,3688ccf16cdc43e8b0a226,1,2024-01-15,New batch review.,0,0,0
2e7cb459a1474637929cfa,8db1d29327e2473881274c,d61e645c580046f981472a,3,2024-01-15,New batch review.,0,0,0
6394898ec4d04444b1a75b,0bb47f491b9344768c513f,70b94cb643e64947ac2eef,2,2024-01-15,New batch review.,0,0,0
49df8b96e4bd4d379ba1c3,9b5cd5a7ea194fe7a69d0b,17857b37ba6d42d9b490bb,3,2024-01-15,New batch review.,0,0,0
fcb1d13723c04296b1a701,583d640e9eba45f892ff41,1d2cd90cbaea4d97aacb65,5,2024-01-15,New batch review.,0,0,0
a7a63eb055ab4268beac04,7f7ca55ef7d847b3a2ba3d,e2e7884e768642e3b6451d,3,2024-01-15,New batch review.,0,0,0
195abba27d944fb2afd562,5a036c9f16834fcb828f0c,72b2618983194c88b9b381,5,2024-01-15,New batch review.,0,0,0
05c0909e193c4c8cb2c52a,50f25c42cc394ce8b89b1c,6e897090d83447dfa6aa49,4,2024-01-15,New batch review.,0,0,0
3d0779515bd04487b1cd8f,78e4a2a22f1c44f388e5f3,8781d64a1eba4883ac371c,5,2024-01-15,New batch review.,0,0,0
7f7989288bbf4babb3a774,40a0fffb12ed406682b51d,b0febbb41f8e46638851d2,2,2024-01-15,New batch review.,0,0,0
a0402dc792544bd58c60fc,099a373ebaba4846b2b610,ea97c7f452b84ddca46ca3,4,2024-01-15,New batch review.,0,0,0
69f139617ccd4c03a7b993,95172a2bb26b4008b8b3a9,823095314cb3410e8f3628,3,2024-01-15,New batch review.,0,0,0
b2124448e39a4b3f82f9f1,6377b6b918244c1996411b,3520806042e941c083f930,5,2024-01-15,New batch review.,0,0,0
18df676abbef4d65ac535f,43f7eb0a8c824991b055a5,a54d7ffbe12b4fb48ccb4c,4,2024-01-15,New batch review.,0,0,0
59a6076bd4994c3c91d8a5,daea7807948a46f89f2d95,e2e7884e768642e3b6451d,2,2024-01-15,New batch review.,0,0,0
23d8b7d231ea48458e64ba,46bb4582f8494b83b2df60,5a8bf93dba31439e8c33d1,3,2024-01-15,New batch review.,0,0,0
02f829d914aa48559d4032,dda8a269502644239d8edc,645df9659f7943dd8903bb,1,2024-01-15,New batch review.,0,0,0
d79242a16dfd4afa92b044,022bd83ff3e9472ea7b1fd,c9fcd48855834b119ec437,1,2024-01-15,New batch review.,0,0,0
f6956d55ff53400ea85788,4dd8831d4c2a4b25b0f65f,945ab2f7cc2647f0bb1165,3,2024-01-15,New batch review.,0,0,0
3900942358b24286b9e1fc,17093d1eb70148b6bebff2,21ff6756f73f434298cf94,5,2024-01-15,New batch review.,0,0,0
bab3601cd1fa43448dbcc2,47cab17356d6409bbdd977,35204371024c4a3a944e6a,4,2024-01-15,New batch review.,0,0,0
8f26b604d5d84266ba4054,7ea8ecc3831e4a7a9b3377,e433e9dd87f248538f812f,1,2024-01-15,New batch review.,0,0,0
5c6ea0eee14646cab15ce2,d9c9ca86de224fcab9c7c3,9ef69036f15f42d38a778a,2,2024-01-15,New batch review.,0,0,0
d3a9e3b4e06449cfbc147e,daea7807948a46f89f2d95,5b2b8235e0f64b299c2404,5,2024-01-15,New batch review.,0,0,0
37373b5d8b944be984b699,e62dd45eaff64018a793dd,70220166c5554d079c6a5e,3,2024-01-15,New batch review.,0,0,0
863f2c60cdc84a019b2073,bc1466a2924640b3aa9631,e2e7884e768642e3b6451d,3,2024-01-15,New batch review.,0,0,0
d224ebec76ad437ab3e275,013afce181a24414bb30ea,cbbc9679f74a453f979ee5,2,2024-01-15,New batch review.,0,0,0
6014bd11f3524672badec3,2997afc6175d4e6680078d,8b357d1098b347298db9a4,2,2024-01-15,New batch review.,0,0,0
90f4bd56c7144a48a74d45,7976fc7a8f704ce8b60a89,e2151af43cb04fd6a945e5,5,2024-01-15,New batch review.,0,0,0
1c7e42075476446ebd28cf,5402995ad3664ad2923d6c,cd4ab4a67a2b4b6098048d,1,2024-01-15,New batch review.,0,0,0
00796853ba9c4c9f8885a2,4dc497977ea541e1bf04f5,2ad6ad3cfd874f94b95b8e,3,2024-01-15,New batch review.,0,0,0
c5c2377f446d4b56b85e06,ecd96300a30f4b3a9854cf,3780acad16734f42ad06e2,3,2024-01-15,New batch review.,0,0,0
766fda2ce78f4d4eae3c9d,d02e73fac8e449c38fa1d2,938a337d7a014ce8bf7ff5,1,2024-01-15,New batch review.,0,0,0
7c29bee64004465a9d7251,c0db95f8a217427faee000,f4847eba32a94d8ca19119,2,2024-01-15,New batch review.,0,0,0
62d5541cecaf485080a598,4c3af97694fa4a6482e8f6,29114604f89e447b965dc7,1,2024-01-15,New batch review.,0,0,0
1c544868fc674ee694cd02,41d9fc7259d6496cabab7a,856b67b4f3c34d69b9c9bd,2,2024-01-15,New batch review.,0,0,0
98780def7a6d44418b8994,069dd9552fab4175b733be,8781d64a1eba4883ac371c,5,2024-01-15,New batch review.,0,0,0
